sqft,bedrooms,bathrooms,lot_size,age_years,garage_spaces,neighborhood_quality,distance_to_downtown_mi,has_pool,overall_condition,sale_price
957,4,3.0,5777,2,2,4,21.9,0,5,234900
2060,3,2.5,13041,5,1,3,24.8,1,4,291900
1377,3,2.0,8823,4,1,4,25.5,0,3,241000
1456,1,1.0,14514,11,2,2,14.5,0,3,239600
2181,3,2.5,6314,21,1,3,3.6,0,1,310100
2605,1,1.0,8781,6,0,4,0.6,0,5,414900
1814,5,4.0,5310,0,2,5,6.7,0,3,343600
2001,3,2.0,9029,15,1,2,6.5,0,5,313600
2906,4,2.0,3086,19,3,3,15.2,0,3,398500
1956,1,1.0,7049,66,2,3,40.0,0,4,291200
3491,4,3.5,3255,18,2,5,5.7,0,2,484800
2168,3,2.0,11776,13,1,5,3.4,0,3,347300
656,5,3.5,11866,17,1,1,1.6,0,4,193700
2290,5,4.0,2079,53,2,2,0.5,1,4,383400
2048,3,2.0,14336,35,1,3,5.7,0,4,318500
2638,5,3.0,18990,8,1,2,6.5,0,3,397900
2238,6,4.5,9184,5,1,3,13.9,0,5,390900
1710,4,3.0,6436,6,1,2,5.6,1,5,317600
1004,4,2.5,20297,14,1,3,19.9,0,2,215600
1664,3,2.0,3724,27,2,5,7.9,0,5,305600
1247,4,3.0,9080,14,1,5,14.7,0,3,269000
1423,2,1.5,9718,1,0,3,1.3,0,4,266900
2183,2,1.5,14381,26,2,3,15.5,0,3,332600
2885,6,5.0,10439,33,3,4,9.0,0,5,468800
2057,3,2.0,7005,7,1,2,1.5,0,2,281500
1023,4,3.0,5195,22,1,4,1.7,0,3,247500
2089,4,2.5,7633,11,2,3,20.9,0,3,323300
2578,5,3.5,4972,44,3,2,0.5,0,3,371700
1404,6,4.0,9191,37,2,3,5.0,0,3,261400
1713,3,2.0,6743,15,2,1,3.0,1,2,246900
1810,1,1.0,3024,24,1,4,8.8,1,4,311900
1290,3,3.5,14021,43,2,2,14.6,0,5,220500
2221,2,1.0,7009,14,0,3,3.6,0,4,281400
1721,1,1.0,3927,8,2,2,4.5,0,4,282600
2073,3,2.0,8327,28,2,4,32.1,0,3,309200
1223,4,3.0,9273,5,3,3,12.3,0,3,260500
1516,4,3.0,2014,10,1,3,18.2,0,3,224900
2270,3,3.0,10327,40,0,3,4.6,1,1,337500
1558,4,2.0,4811,26,2,3,2.1,1,5,302600
2923,3,1.0,15844,10,2,2,4.2,0,2,353100
1540,1,1.0,11096,5,2,4,10.1,0,5,316200
1946,4,3.5,7400,9,1,2,0.9,1,2,306800
2406,4,2.0,6019,7,1,2,2.5,1,4,345900
878,4,1.5,8580,4,2,4,0.5,1,2,229700
655,1,1.0,11451,27,1,2,4.5,0,1,93500
808,4,3.0,8898,6,2,3,14.1,0,4,221100
2621,4,2.5,8131,12,2,3,0.5,0,3,388100
1441,4,2.5,9233,10,2,3,9.0,0,4,269300
3463,4,2.5,6585,80,2,4,21.6,0,3,467700
1433,5,4.0,7627,10,2,3,2.2,0,2,247900
1920,4,2.5,1500,2,1,3,9.5,1,5,311600
2802,4,3.0,12895,2,2,4,29.5,1,3,395800
3104,6,3.0,10195,18,1,2,26.2,0,4,392800
3140,4,2.5,5906,18,2,3,2.1,1,3,438100
2585,3,1.5,16595,11,1,3,0.8,0,3,386900
2466,4,3.0,9348,11,2,3,1.3,0,3,367000
2185,3,2.0,4855,1,1,5,9.7,0,3,336500
